銘柄名,銘柄コード,市場
アークランズ,9842.T,JP
ニトリホールディングス,9843.T,JP
パーカーコーポレーション,9845.T,JP
天満屋ストア,9846.T,JP
共同紙販ホールディングス,9849.T,JP
グルメ杵屋,9850.T,JP
ＣＢグループマネジメント,9852.T,JP
銀座ルノアール,9853.T,JP
愛眼,9854.T,JP
ケーユーホールディングス,9856.T,JP
英和,9857.T,JP
吉野家ホールディングス,9861.T,JP
ソレキア,9867.T,JP
加藤産業,9869.T,JP
北恵,9872.T,JP
コックス,9876.T,JP
セキド,9878.T,JP
イノテック,9880.T,JP
イエローハット,9882.T,JP
シャルレ,9885.T,JP
松屋フーズホールディングス,9887.T,JP
ＵＥＸ,9888.T,JP
ＪＢＣＣホールディングス,9889.T,JP
マキヤ,9890.T,JP
コンセック,9895.T,JP
ＪＫホールディングス,9896.T,JP
サガミホールディングス,9900.T,JP
日伝,9902.T,JP
カンセキ,9903.T,JP
ベリテ,9904.T,JP
藤井産業,9906.T,JP
日本電計,9908.T,JP
日邦産業,9913.T,JP
植松商会,9914.T,JP
ワットマン,9927.T,JP
ミロク情報サービス,9928.T,JP
平和紙業,9929.T,JP
北沢産業,9930.T,JP
杉本商事,9932.T,JP
因幡電機産業,9934.T,JP
王将フードサービス,9936.T,JP
太洋物産,9941.T,JP
ミニストップ,9946.T,JP
アークス,9948.T,JP
ハチバン,9950.T,JP
ヨンキュウ,9955.T,JP
バローホールディングス,9956.T,JP
アシードホールディングス,9959.T,JP
東テク,9960.T,JP
ミスミグループ本社,9962.T,JP
ショクブン,9969.T,JP
アルテック,9972.T,JP
ＫＯＺＯホールディングス,9973.T,JP
ベルク,9974.T,JP
セキチュー,9976.T,JP
文教堂グループホールディングス,9978.T,JP
大庄,9979.T,JP
ＭＲＫホールディングス,9980.T,JP
タキヒヨー,9982.T,JP
ファーストリテイリング,9983.T,JP
ソフトバンクグループ,9984.T,JP
蔵王産業,9986.T,JP
スズケン,9987.T,JP
サンドラッグ,9989.T,JP
サックスバー　ホールディングス,9990.T,JP
ジェコス,9991.T,JP
ヤマザワ,9993.T,JP
やまや,9994.T,JP
サトー商会,9996.T,JP
ベルーナ,9997.T,JP
3M,MMM,US
A. O. Smith,AOS,US
Abbott Laboratories,ABT,US
AbbVie,ABBV,US
Accenture,ACN,US
Adobe Inc.,ADBE,US
Advanced Micro Devices,AMD,US
AES Corporation,AES,US
Aflac,AFL,US
Agilent Technologies,A,US
Air Products,APD,US
Airbnb,ABNB,US
Akamai Technologies,AKAM,US
Albemarle Corporation,ALB,US
Alexandria Real Estate Equities,ARE,US
Align Technology,ALGN,US
Allegion,ALLE,US
Alliant Energy,LNT,US
Allstate,ALL,US
Alphabet Inc. (Class A),GOOGL,US
Alphabet Inc. (Class C),GOOG,US
Altria,MO,US
Amazon,AMZN,US
Amcor,AMCR,US
Ameren,AEE,US
American Electric Power,AEP,US
American Express,AXP,US
American International Group,AIG,US
American Tower,AMT,US
American Water Works,AWK,US
Ameriprise Financial,AMP,US
Ametek,AME,US
Amgen,AMGN,US
Amphenol,APH,US
Analog Devices,ADI,US
Ansys,ANSS,US
Aon plc,AON,US
APA Corporation,APA,US
Apollo Global Management,APO,US
Apple Inc.,AAPL,US
Applied Materials,AMAT,US
Aptiv,APTV,US
Arch Capital Group,ACGL,US
Archer Daniels Midland,ADM,US
Arista Networks,ANET,US
Arthur J. Gallagher & Co.,AJG,US
Assurant,AIZ,US
AT&T,T,US
Atmos Energy,ATO,US
Autodesk,ADSK,US
Automatic Data Processing,ADP,US
AutoZone,AZO,US
AvalonBay Communities,AVB,US
Avery Dennison,AVY,US
Axon Enterprise,AXON,US
Baker Hughes,BKR,US
Ball Corporation,BALL,US
Bank of America,BAC,US
Baxter International,BAX,US
Becton Dickinson,BDX,US
Berkshire Hathaway,BRK.B,US
Best Buy,BBY,US
Bio-Techne,TECH,US
Biogen,BIIB,US
BlackRock,BLK,US
Blackstone Inc.,BX,US
BNY Mellon,BK,US
Boeing,BA,US
Booking Holdings,BKNG,US
Boston Scientific,BSX,US
Bristol Myers Squibb,BMY,US
Broadcom,AVGO,US
Broadridge Financial Solutions,BR,US
Brown & Brown,BRO,US
Brown–Forman,BF.B,US
Builders FirstSource,BLDR,US
Bunge Global,BG,US
"BXP, Inc.",BXP,US
C.H. Robinson,CHRW,US
Cadence Design Systems,CDNS,US
Caesars Entertainment,CZR,US
Camden Property Trust,CPT,US
Campbell's Company (The),CPB,US
Capital One,COF,US
Cardinal Health,CAH,US
CarMax,KMX,US
Carnival,CCL,US
Carrier Global,CARR,US
Caterpillar Inc.,CAT,US
Cboe Global Markets,CBOE,US
CBRE Group,CBRE,US
CDW Corporation,CDW,US
Cencora,COR,US
Centene Corporation,CNC,US
CenterPoint Energy,CNP,US
CF Industries,CF,US
Charles River Laboratories,CRL,US
Charles Schwab Corporation,SCHW,US
Charter Communications,CHTR,US
Chevron Corporation,CVX,US
Chipotle Mexican Grill,CMG,US
Chubb Limited,CB,US
Church & Dwight,CHD,US
Cigna,CI,US
Cincinnati Financial,CINF,US
Cintas,CTAS,US
Cisco,CSCO,US
Citigroup,C,US
Citizens Financial Group,CFG,US
Clorox,CLX,US
CME Group,CME,US
CMS Energy,CMS,US
Coca-Cola Company (The),KO,US
Cognizant,CTSH,US
Coinbase,COIN,US
Colgate-Palmolive,CL,US
Comcast,CMCSA,US
Conagra Brands,CAG,US
ConocoPhillips,COP,US
Consolidated Edison,ED,US
Constellation Brands,STZ,US
Constellation Energy,CEG,US
Cooper Companies (The),COO,US
Copart,CPRT,US
Corning Inc.,GLW,US
Corpay,CPAY,US
Corteva,CTVA,US
CoStar Group,CSGP,US
Costco,COST,US
Coterra,CTRA,US
CrowdStrike,CRWD,US
Crown Castle,CCI,US
CSX Corporation,CSX,US
Cummins,CMI,US
CVS Health,CVS,US
Danaher Corporation,DHR,US
Darden Restaurants,DRI,US
DaVita,DVA,US
Dayforce,DAY,US
Deckers Brands,DECK,US
Deere & Company,DE,US
Dell Technologies,DELL,US
Delta Air Lines,DAL,US
Devon Energy,DVN,US
Dexcom,DXCM,US
Diamondback Energy,FANG,US
Digital Realty,DLR,US
Dollar General,DG,US
Dollar Tree,DLTR,US
Dominion Energy,D,US
Domino's,DPZ,US
DoorDash,DASH,US
Dover Corporation,DOV,US
Dow Inc.,DOW,US
D. R. Horton,DHI,US
DTE Energy,DTE,US
Duke Energy,DUK,US
DuPont,DD,US
Eastman Chemical Company,EMN,US
Eaton Corporation,ETN,US
eBay Inc.,EBAY,US
Ecolab,ECL,US
Edison International,EIX,US
Edwards Lifesciences,EW,US
Electronic Arts,EA,US
Elevance Health,ELV,US
Emerson Electric,EMR,US
Enphase Energy,ENPH,US
Entergy,ETR,US
EOG Resources,EOG,US
EPAM Systems,EPAM,US
EQT Corporation,EQT,US
Equifax,EFX,US
Equinix,EQIX,US
Equity Residential,EQR,US
Erie Indemnity,ERIE,US
Essex Property Trust,ESS,US
Estée Lauder Companies (The),EL,US
Everest Group,EG,US
Evergy,EVRG,US
Eversource Energy,ES,US
Exelon,EXC,US
Expand Energy,EXE,US
Expedia Group,EXPE,US
Expeditors International,EXPD,US
Extra Space Storage,EXR,US
ExxonMobil,XOM,US
"F5, Inc.",FFIV,US
FactSet,FDS,US
Fair Isaac,FICO,US
Fastenal,FAST,US
Federal Realty Investment Trust,FRT,US
FedEx,FDX,US
Fidelity National Information Services,FIS,US
Fifth Third Bancorp,FITB,US
First Solar,FSLR,US
FirstEnergy,FE,US
Fiserv,FI,US
Ford Motor Company,F,US
Fortinet,FTNT,US
Fortive,FTV,US
Fox Corporation (Class A),FOXA,US
Fox Corporation (Class B),FOX,US
Franklin Resources,BEN,US
Freeport-McMoRan,FCX,US
Garmin,GRMN,US
Gartner,IT,US
GE Aerospace,GE,US
GE HealthCare,GEHC,US
GE Vernova,GEV,US
Gen Digital,GEN,US
Generac,GNRC,US
General Dynamics,GD,US
General Mills,GIS,US
General Motors,GM,US
Genuine Parts Company,GPC,US
Gilead Sciences,GILD,US
Global Payments,GPN,US
Globe Life,GL,US
GoDaddy,GDDY,US
Goldman Sachs,GS,US
Halliburton,HAL,US
Hartford (The),HIG,US
Hasbro,HAS,US
HCA Healthcare,HCA,US
Healthpeak Properties,DOC,US
Henry Schein,HSIC,US
Hershey Company (The),HSY,US
Hess Corporation,HES,US
Hewlett Packard Enterprise,HPE,US
Hilton Worldwide,HLT,US
Hologic,HOLX,US
Home Depot (The),HD,US
Honeywell,HON,US
Hormel Foods,HRL,US
Host Hotels & Resorts,HST,US
Howmet Aerospace,HWM,US
HP Inc.,HPQ,US
Hubbell Incorporated,HUBB,US
Humana,HUM,US
Huntington Bancshares,HBAN,US
Huntington Ingalls Industries,HII,US
IBM,IBM,US
IDEX Corporation,IEX,US
Idexx Laboratories,IDXX,US
Illinois Tool Works,ITW,US
Incyte,INCY,US
Ingersoll Rand,IR,US
Insulet Corporation,PODD,US
Intel,INTC,US
Intercontinental Exchange,ICE,US
International Flavors & Fragrances,IFF,US
International Paper,IP,US
Interpublic Group of Companies (The),IPG,US
Intuit,INTU,US
Intuitive Surgical,ISRG,US
Invesco,IVZ,US
Invitation Homes,INVH,US
IQVIA,IQV,US
Iron Mountain,IRM,US
J.B. Hunt,JBHT,US
Jabil,JBL,US
Jack Henry & Associates,JKHY,US
Jacobs Solutions,J,US
Johnson & Johnson,JNJ,US
Johnson Controls,JCI,US
JPMorgan Chase,JPM,US
Juniper Networks,JNPR,US
Kellanova,K,US
Kenvue,KVUE,US
Keurig Dr Pepper,KDP,US
KeyCorp,KEY,US
Keysight Technologies,KEYS,US
Kimberly-Clark,KMB,US
Kimco Realty,KIM,US
Kinder Morgan,KMI,US
KKR & Co.,KKR,US
KLA Corporation,KLAC,US
Kraft Heinz,KHC,US
Kroger,KR,US
L3Harris,LHX,US
Labcorp,LH,US
Lam Research,LRCX,US
Lamb Weston,LW,US
Las Vegas Sands,LVS,US
Leidos,LDOS,US
Lennar,LEN,US
Lennox International,LII,US
Lilly (Eli),LLY,US
Linde plc,LIN,US
Live Nation Entertainment,LYV,US
LKQ Corporation,LKQ,US
Lockheed Martin,LMT,US
Loews Corporation,L,US
Lowe's,LOW,US
Lululemon Athletica,LULU,US
LyondellBasell,LYB,US
M&T Bank,MTB,US
Marathon Petroleum,MPC,US
MarketAxess,MKTX,US
Marriott International,MAR,US
Marsh McLennan,MMC,US
Martin Marietta Materials,MLM,US
Masco,MAS,US
Mastercard,MA,US
Match Group,MTCH,US
McCormick & Company,MKC,US
McDonald's,MCD,US
McKesson Corporation,MCK,US
Medtronic,MDT,US
Merck & Co.,MRK,US
Meta Platforms,META,US
MetLife,MET,US
Mettler Toledo,MTD,US
MGM Resorts,MGM,US
Microchip Technology,MCHP,US
Micron Technology,MU,US
Microsoft,MSFT,US
Mid-America Apartment Communities,MAA,US
Moderna,MRNA,US
Mohawk Industries,MHK,US
Molina Healthcare,MOH,US
Molson Coors Beverage Company,TAP,US
Mondelez International,MDLZ,US
Monolithic Power Systems,MPWR,US
Monster Beverage,MNST,US
Moody's Corporation,MCO,US
Morgan Stanley,MS,US
Mosaic Company (The),MOS,US
Motorola Solutions,MSI,US
MSCI Inc.,MSCI,US
"Nasdaq, Inc.",NDAQ,US
NetApp,NTAP,US
Netflix,NFLX,US
Newmont,NEM,US
News Corp (Class A),NWSA,US
News Corp (Class B),NWS,US
NextEra Energy,NEE,US
"Nike, Inc.",NKE,US
NiSource,NI,US
Nordson Corporation,NDSN,US
Norfolk Southern,NSC,US
Northern Trust,NTRS,US
Northrop Grumman,NOC,US
Norwegian Cruise Line Holdings,NCLH,US
NRG Energy,NRG,US
Nucor,NUE,US
Nvidia,NVDA,US
"NVR, Inc.",NVR,US
NXP Semiconductors,NXPI,US
O’Reilly Automotive,ORLY,US
Occidental Petroleum,OXY,US
Old Dominion,ODFL,US
Omnicom Group,OMC,US
ON Semiconductor,ON,US
Oneok,OKE,US
Oracle Corporation,ORCL,US
Otis Worldwide,OTIS,US
Paccar,PCAR,US
Packaging Corporation of America,PKG,US
Palantir Technologies,PLTR,US
Palo Alto Networks,PANW,US
Paramount Global,PARA,US
Parker Hannifin,PH,US
Paychex,PAYX,US
Paycom,PAYC,US
PayPal,PYPL,US
Pentair,PNR,US
PepsiCo,PEP,US
Pfizer,PFE,US
PG&E Corporation,PCG,US
Philip Morris International,PM,US
Phillips 66,PSX,US
Pinnacle West Capital,PNW,US
PNC Financial Services,PNC,US
Pool Corporation,POOL,US
PPG Industries,PPG,US
PPL Corporation,PPL,US
Principal Financial Group,PFG,US
Procter & Gamble,PG,US
Progressive Corporation,PGR,US
Prologis,PLD,US
Prudential Financial,PRU,US
Public Service Enterprise Group,PEG,US
PTC Inc.,PTC,US
Public Storage,PSA,US
PulteGroup,PHM,US
Quanta Services,PWR,US
Qualcomm,QCOM,US
Quest Diagnostics,DGX,US
Ralph Lauren Corporation,RL,US
Raymond James Financial,RJF,US
RTX Corporation,RTX,US
Realty Income,O,US
Regency Centers,REG,US
Regeneron Pharmaceuticals,REGN,US
Regions Financial Corporation,RF,US
Republic Services,RSG,US
ResMed,RMD,US
Revvity,RVTY,US
Rockwell Automation,ROK,US
"Rollins, Inc.",ROL,US
Roper Technologies,ROP,US
Ross Stores,ROST,US
Royal Caribbean Group,RCL,US
S&P Global,SPGI,US
Salesforce,CRM,US
SBA Communications,SBAC,US
Schlumberger,SLB,US
Seagate Technology,STX,US
Sempra,SRE,US
ServiceNow,NOW,US
Sherwin-Williams,SHW,US
Simon Property Group,SPG,US
Skyworks Solutions,SWKS,US
J.M. Smucker Company (The),SJM,US
Smurfit Westrock,SW,US
Snap-on,SNA,US
Solventum,SOLV,US
Southern Company,SO,US
Southwest Airlines,LUV,US
Stanley Black & Decker,SWK,US
Starbucks,SBUX,US
State Street Corporation,STT,US
Steel Dynamics,STLD,US
Steris,STE,US
Stryker Corporation,SYK,US
Supermicro,SMCI,US
Synchrony Financial,SYF,US
Synopsys,SNPS,US
Sysco,SYY,US
T-Mobile US,TMUS,US
T. Rowe Price,TROW,US
Take-Two Interactive,TTWO,US
"Tapestry, Inc.",TPR,US
Targa Resources,TRGP,US
Target Corporation,TGT,US
TE Connectivity,TEL,US
Teledyne Technologies,TDY,US
Teradyne,TER,US
"Tesla, Inc.",TSLA,US
Texas Instruments,TXN,US
Texas Pacific Land Corporation,TPL,US
Textron,TXT,US
Thermo Fisher Scientific,TMO,US
TJX Companies,TJX,US
TKO Group Holdings,TKO,US
Tractor Supply,TSCO,US
Trane Technologies,TT,US
TransDigm Group,TDG,US
Travelers Companies (The),TRV,US
Trimble Inc.,TRMB,US
Truist Financial,TFC,US
Tyler Technologies,TYL,US
Tyson Foods,TSN,US
U.S. Bancorp,USB,US
Uber,UBER,US
"UDR, Inc.",UDR,US
Ulta Beauty,ULTA,US
Union Pacific Corporation,UNP,US
United Airlines Holdings,UAL,US
United Parcel Service,UPS,US
United Rentals,URI,US
UnitedHealth Group,UNH,US
Universal Health Services,UHS,US
Valero Energy,VLO,US
Ventas,VTR,US
Veralto,VLTO,US
Verisign,VRSN,US
Verisk Analytics,VRSK,US
Verizon,VZ,US
Vertex Pharmaceuticals,VRTX,US
Viatris,VTRS,US
Vici Properties,VICI,US
Visa Inc.,V,US
Vistra Corp.,VST,US
Vulcan Materials Company,VMC,US
W. R. Berkley Corporation,WRB,US
W. W. Grainger,GWW,US
Wabtec,WAB,US
Walgreens Boots Alliance,WBA,US
Walmart,WMT,US
Walt Disney Company (The),DIS,US
Warner Bros. Discovery,WBD,US
Waste Management,WM,US
Waters Corporation,WAT,US
WEC Energy Group,WEC,US
Wells Fargo,WFC,US
Welltower,WELL,US
West Pharmaceutical Services,WST,US
Western Digital,WDC,US
Weyerhaeuser,WY,US
"Williams-Sonoma, Inc.",WSM,US
Williams Companies,WMB,US
Willis Towers Watson,WTW,US
"Workday, Inc.",WDAY,US
Wynn Resorts,WYNN,US
Xcel Energy,XEL,US
Xylem Inc.,XYL,US
Yum! Brands,YUM,US
Zebra Technologies,ZBRA,US
Zimmer Biomet,ZBH,US
Zoetis,ZTS,US
3i Group,III,GB
Admiral Group,ADM,GB
Airtel Africa,AAF,GB
Alliance Witan,ALW,GB
Anglo American plc,AAL,GB
Antofagasta plc,ANTO,GB
Ashtead Group,AHT,GB
Associated British Foods,ABF,GB
AstraZeneca plc,AZN,GB
Auto Trader Group,AUTO,GB
Aviva plc,AV,GB
Babcock International,BAB,GB
BAE Systems,BA,GB
Barclays,BARC,GB
Barratt Redrow,BTRW,GB
Beazley plc,BEZ,GB
Berkeley Group Holdings,BKG,GB
BP plc,BP,GB
British American Tobacco,BATS,GB
BT Group,BT-A,GB
Bunzl plc,BNZL,GB
Centrica plc,CNA,GB
Coca-Cola Europacific Partners,CCEP,GB
Coca-Cola HBC,CCH,GB
Compass Group,CPG,GB
ConvaTec Group,CTEC,GB
Croda International,CRDA,GB
DCC plc,DCC,GB
Diageo plc,DGE,GB
Diploma plc,DPLM,GB
Endeavour Mining plc,EDV,GB
Entain plc,ENT,GB
easyJet plc,EZJ,GB
Experian plc,EXPN,GB
F & C Investment Trust,FCIT,GB
Fresnillo plc,FRES,GB
Games Workshop plc,GAW,GB
Glencore plc,GLEN,GB
GSK plc,GSK,GB
Haleon plc,HLN,GB
Halma plc,HLMA,GB
Hikma Pharmaceuticals plc,HIK,GB
Hiscox plc,HSX,GB
Howden Joinery Group,HWDN,GB
HSBC Holdings plc,HSBA,GB
IHG Hotels & Resorts,IHG,GB
IMI plc,IMI,GB
Imperial Brands plc,IMB,GB
Informa plc,INF,GB
Intermediate Capital Group,ICG,GB
International Airlines Group,IAG,GB
Intertek Group plc,ITRK,GB
JD Sports Fashion plc,JD,GB
Kingfisher plc,KGF,GB
Land Securities Group,LAND,GB
Legal & General Group plc,LGEN,GB
Lloyds Banking Group,LLOY,GB
LondonMetric Property plc,LMP,GB
London Stock Exchange Group,LSEG,GB
M&G plc,MNG,GB
Marks & Spencer Group,MKS,GB
Melrose Industries plc,MRO,GB
Mondi plc,MNDI,GB
National Grid plc,NG,GB
NatWest Group plc,NWG,GB
Next plc,NXT,GB
Pearson plc,PSON,GB
Pershing Square Holdings,PSH,GB
Persimmon plc,PSN,GB
Phoenix Group Holdings plc,PHNX,GB
Polar Capital Technology Trust,PCT,GB
Prudential plc,PRU,GB
Reckitt plc,RKT,GB
RELX plc,REL,GB
Rentokil Initial plc,RTO,GB
Rightmove plc,RMV,GB
Rio Tinto plc,RIO,GB
Rolls-Royce Holdings plc,RR,GB
Sage Group plc,SGE,GB
Sainsbury’s plc,SBRY,GB
Schroders plc,SDR,GB
Scottish Mortgage Investment Trust,SMT,GB
Segro plc,SGRO,GB
Severn Trent plc,SVT,GB
Shell plc,SHEL,GB
Smiths Group plc,SMIN,GB
Smith & Nephew plc,SN,GB
Spirax-Sarco Engineering plc,SPX,GB
SSE plc,SSE,GB
Standard Chartered plc,STAN,GB
St. James’s Place plc,STJ,GB
Taylor Wimpey plc,TW,GB
Tesco plc,TSCO,GB
Unilever PLC,ULVR,GB
United Utilities Group plc,UU,GB
Unite Group plc,UTG,GB
Vodafone Group plc,VOD,GB
Weir Group plc,WEIR,GB
Whitbread plc,WTB,GB
WPP plc,WPP,GB
Accor,AC,FR
Air Liquide,AI,FR
Airbus,AIR,FR
ArcelorMittal,MT,FR
AXA,CS,FR
BNP Paribas,BNP,FR
Bouygues,EN,FR
Capgemini,CAP,FR
Carrefour,CA,FR
Crédit Agricole,ACA,FR
Danone,BN,FR
Dassault Systèmes,DSY,FR
Edenred,EDEN,FR
Engie,ENGI,FR
EssilorLuxottica,EL,FR
Eurofins Scientific,ERF,FR
Hermès,RMS,FR
Kering,KER,FR
L'Oréal,OR,FR
Legrand,LR,FR
LVMH,MC,FR
Michelin,ML,FR
Orange,ORA,FR
Pernod Ricard,RI,FR
Publicis Groupe,PUB,FR
Renault,RNO,FR
Safran,SAF,FR
Saint-Gobain,SGO,FR
Sanofi,SAN,FR
Schneider Electric,SU,FR
Société Générale,GLE,FR
Stellantis,STLAP,FR
STMicroelectronics,STMPA,FR
Teleperformance,TEP,FR
Thales,HO,FR
TotalEnergies,TTE,FR
Unibail-Rodamco-Westfield,URW,FR
Veolia,VIE,FR
Vinci,DG,FR
Adidas AG,ADS,DE
Airbus SE,AIR,DE
Allianz SE,ALV,DE
BASF SE,BAS,DE
Bayer AG,BAYN,DE
Beiersdorf AG,BEI,DE
Brenntag SE,BNR,DE
BMW AG,BMW,DE
Commerzbank AG,CBK,DE
Continental AG,CON,DE
Daimler Truck Holding AG,DTG,DE
Deutsche Bank AG,DBK,DE
Deutsche Börse AG,DB1,DE
DHL Group (Deutsche Post AG),DPW,DE
Deutsche Telekom AG,DTE,DE
E.ON SE,EOAN,DE
Fresenius SE & Co. KGaA,FRE,DE
Heidelberg Materials AG,HEI,DE
Henkel AG & Co. KGaA,HEN3,DE
Infineon Technologies AG,IFX,DE
Mercedes-Benz Group AG,MBG,DE
Merck KGaA,MRK,DE
MTU Aero Engines AG,MTX,DE
Münchener Rückversicherungs-Gesellschaft AG,MUV2,DE
Porsche Automobil Holding SE,PAH3,DE
Porsche AG,P911,DE
Qiagen N.V.,QIA,DE
Rheinmetall AG,RHM,DE
RWE AG,RWE,DE
SAP SE,SAP,DE
Siemens AG,SIE,DE
Siemens Energy AG,ENR,DE
Siemens Healthineers AG,SHL,DE
Symrise AG,SY1,DE
Volkswagen AG (Pref.),VOW3,DE
Vonovia SE,VNA,DE
Zalando SE,ZAL,DE
Sartorius AG,SRT3,DE
HelloFresh SE,HFG,DE
金,GC=F,US
銀,SI=F,US
WTI原油,CL=F,US
ブレント原油,BZ=F,US
天然ガス,NG=F,US
銅,HG=F,US
白金（プラチナ）,PL=F,US
パラジウム,PA=F,US
ガソリン（RBOB）,RB=F,US
暖房油,HO=F,US
金スポット（XAUUSD）,XAUUSD=X,US
銀スポット（XAGUSD）,XAGUSD=X,US
SPDRゴールドシェア（GLD）,GLD,US
iシェアーズ・ゴールド・トラスト（IAU）,IAU,US
iシェアーズ・シルバー・トラスト（SLV）,SLV,US
ユナイテッド・ステーツ・オイル・ファンド（USO）,USO,US
インベスコDBコモディティ指数トラッキング（DBC）,DBC,US
インベスコDB農産物ファンド（DBA）,DBA,US
アバディーン・フィジカル・ゴールド・シェアズ（SGOL）,SGOL,US
ユナイテッド・ステーツ・ブレント・オイル・ファンド（BNO）,BNO,US
